plan_id,Plano,questionary_id,Categoria,question_id,name,description,question,Zona,neighborhood_id,Bairro
3,"Plano Saneamento Básico SRS",9,"Abastecimento de água",65,"Problema 1 - Abastecimento de água","Falta água encanada da COPASA em sua casa?","Cobertura insuficiente da rede de distribuição de água potável",0,202,Inatel
3,"Plano Saneamento Básico SRS",9,"Abastecimento de água",65,"Problema 1 - Abastecimento de água","Falta água encanada da COPASA em sua casa?","Cobertura insuficiente da rede de distribuição de água potável",0,202,Inatel
3,"Plano Saneamento Básico SRS",9,"Abastecimento de água",65,"Problema 1 - Abastecimento de água","Falta água encanada da COPASA em sua casa?","Cobertura insuficiente da rede de distribuição de água potável",0,172,Fernandes
3,"Plano Saneamento Básico SRS",9,"Abastecimento de água",65,"Problema 1 - Abastecimento de água","Falta água encanada da COPASA em sua casa?","Cobertura insuficiente da rede de distribuição de água potável",0,151,"C.H. Pedro Sancho Vilela"
3,"Plano Saneamento Básico SRS",9,"Abastecimento de água",65,"Problema 1 - Abastecimento de água","Falta água encanada da COPASA em sua casa?","Cobertura insuficiente da rede de distribuição de água potável",0,172,Fernandes
3,"Plano Saneamento Básico SRS",9,"Abastecimento de água",65,"Problema 1 - Abastecimento de água","Falta água encanada da COPASA em sua casa?","Cobertura insuficiente da rede de distribuição de água potável",0,172,Fernandes
3,"Plano Saneamento Básico SRS",9,"Abastecimento de água",65,"Problema 1 - Abastecimento de água","Falta água encanada da COPASA em sua casa?","Cobertura insuficiente da rede de distribuição de água potável",0,172,Fernandes
3,"Plano Saneamento Básico SRS",9,"Abastecimento de água",65,"Problema 1 - Abastecimento de água","Falta água encanada da COPASA em sua casa?","Cobertura insuficiente da rede de distribuição de água potável",0,172,Fernandes
3,"Plano Saneamento Básico SRS",9,"Abastecimento de água",65,"Problema 1 - Abastecimento de água","Falta água encanada da COPASA em sua casa?","Cobertura insuficiente da rede de distribuição de água potável",0,172,Fernandes
3,"Plano Saneamento Básico SRS",9,"Abastecimento de água",65,"Problema 1 - Abastecimento de água","Falta água encanada da COPASA em sua casa?","Cobertura insuficiente da rede de distribuição de água potável",0,145,Outros
3,"Plano Saneamento Básico SRS",9,"Abastecimento de água",65,"Problema 1 - Abastecimento de água","Falta água encanada da COPASA em sua casa?","Cobertura insuficiente da rede de distribuição de água potável",0,169,"Regina Maria"
3,"Plano Saneamento Básico SRS",9,"Abastecimento de água",65,"Problema 1 - Abastecimento de água","Falta água encanada da COPASA em sua casa?","Cobertura insuficiente da rede de distribuição de água potável",0,169,"Regina Maria"
3,"Plano Saneamento Básico SRS",9,"Abastecimento de água",65,"Problema 1 - Abastecimento de água","Falta água encanada da COPASA em sua casa?","Cobertura insuficiente da rede de distribuição de água potável",0,172,Fernandes
3,"Plano Saneamento Básico SRS",9,"Abastecimento de água",65,"Problema 1 - Abastecimento de água","Falta água encanada da COPASA em sua casa?","Cobertura insuficiente da rede de distribuição de água potável",0,203,"Monte Belo"
3,"Plano Saneamento Básico SRS",9,"Abastecimento de água",65,"Problema 1 - Abastecimento de água","Falta água encanada da COPASA em sua casa?","Cobertura insuficiente da rede de distribuição de água potável",0,202,Inatel
3,"Plano Saneamento Básico SRS",9,"Abastecimento de água",65,"Problema 1 - Abastecimento de água","Falta água encanada da COPASA em sua casa?","Cobertura insuficiente da rede de distribuição de água potável",0,202,Inatel
3,"Plano Saneamento Básico SRS",9,"Abastecimento de água",65,"Problema 1 - Abastecimento de água","Falta água encanada da COPASA em sua casa?","Cobertura insuficiente da rede de distribuição de água potável",0,145,Outros
3,"Plano Saneamento Básico SRS",9,"Abastecimento de água",65,"Problema 1 - Abastecimento de água","Falta água encanada da COPASA em sua casa?","Cobertura insuficiente da rede de distribuição de água potável",0,157,Anchieta
3,"Plano Saneamento Básico SRS",9,"Abastecimento de água",65,"Problema 1 - Abastecimento de água","Falta água encanada da COPASA em sua casa?","Cobertura insuficiente da rede de distribuição de água potável",0,145,Outros
3,"Plano Saneamento Básico SRS",9,"Abastecimento de água",65,"Problema 1 - Abastecimento de água","Falta água encanada da COPASA em sua casa?","Cobertura insuficiente da rede de distribuição de água potável",0,145,Outros
3,"Plano Saneamento Básico SRS",9,"Abastecimento de água",65,"Problema 1 - Abastecimento de água","Falta água encanada da COPASA em sua casa?","Cobertura insuficiente da rede de distribuição de água potável",0,145,Outros
3,"Plano Saneamento Básico SRS",9,"Abastecimento de água",65,"Problema 1 - Abastecimento de água","Falta água encanada da COPASA em sua casa?","Cobertura insuficiente da rede de distribuição de água potável",0,145,Outros
3,"Plano Saneamento Básico SRS",9,"Abastecimento de água",65,"Problema 1 - Abastecimento de água","Falta água encanada da COPASA em sua casa?","Cobertura insuficiente da rede de distribuição de água potável",0,145,Outros
3,"Plano Saneamento Básico SRS",9,"Abastecimento de água",65,"Problema 1 - Abastecimento de água","Falta água encanada da COPASA em sua casa?","Cobertura insuficiente da rede de distribuição de água potável",0,145,Outros
3,"Plano Saneamento Básico SRS",9,"Abastecimento de água",65,"Problema 1 - Abastecimento de água","Falta água encanada da COPASA em sua casa?","Cobertura insuficiente da rede de distribuição de água potável",0,172,Fernandes
3,"Plano Saneamento Básico SRS",9,"Abastecimento de água",65,"Problema 1 - Abastecimento de água","Falta água encanada da COPASA em sua casa?","Cobertura insuficiente da rede de distribuição de água potável",0,144,Centro
3,"Plano Saneamento Básico SRS",9,"Abastecimento de água",65,"Problema 1 - Abastecimento de água","Falta água encanada da COPASA em sua casa?","Cobertura insuficiente da rede de distribuição de água potável",0,145,Outros
3,"Plano Saneamento Básico SRS",9,"Abastecimento de água",65,"Problema 1 - Abastecimento de água","Falta água encanada da COPASA em sua casa?","Cobertura insuficiente da rede de distribuição de água potável",0,146,"São Benedito"
3,"Plano Saneamento Básico SRS",9,"Abastecimento de água",65,"Problema 1 - Abastecimento de água","Falta água encanada da COPASA em sua casa?","Cobertura insuficiente da rede de distribuição de água potável",0,145,Outros
3,"Plano Saneamento Básico SRS",9,"Abastecimento de água",65,"Problema 1 - Abastecimento de água","Falta água encanada da COPASA em sua casa?","Cobertura insuficiente da rede de distribuição de água potável",0,145,Outros
3,"Plano Saneamento Básico SRS",9,"Abastecimento de água",65,"Problema 1 - Abastecimento de água","Falta água encanada da COPASA em sua casa?","Cobertura insuficiente da rede de distribuição de água potável",0,145,Outros
3,"Plano Saneamento Básico SRS",9,"Abastecimento de água",65,"Problema 1 - Abastecimento de água","Falta água encanada da COPASA em sua casa?","Cobertura insuficiente da rede de distribuição de água potável",0,145,Outros
3,"Plano Saneamento Básico SRS",9,"Abastecimento de água",65,"Problema 1 - Abastecimento de água","Falta água encanada da COPASA em sua casa?","Cobertura insuficiente da rede de distribuição de água potável",0,145,Outros
3,"Plano Saneamento Básico SRS",9,"Abastecimento de água",65,"Problema 1 - Abastecimento de água","Falta água encanada da COPASA em sua casa?","Cobertura insuficiente da rede de distribuição de água potável",0,145,Outros
3,"Plano Saneamento Básico SRS",9,"Abastecimento de água",65,"Problema 1 - Abastecimento de água","Falta água encanada da COPASA em sua casa?","Cobertura insuficiente da rede de distribuição de água potável",0,151,"C.H. Pedro Sancho Vilela"
3,"Plano Saneamento Básico SRS",9,"Abastecimento de água",65,"Problema 1 - Abastecimento de água","Falta água encanada da COPASA em sua casa?","Cobertura insuficiente da rede de distribuição de água potável",0,151,"C.H. Pedro Sancho Vilela"
3,"Plano Saneamento Básico SRS",9,"Abastecimento de água",65,"Problema 1 - Abastecimento de água","Falta água encanada da COPASA em sua casa?","Cobertura insuficiente da rede de distribuição de água potável",0,151,"C.H. Pedro Sancho Vilela"
